,Player,Team,Pitch,球種,投球数,投球%,xPV,xPV/100,Grade,球速(km/h),SwStr%,Whiff%,O-Swing%,wOBAcon,xwOBAcon,GB%,FL%,IFFB%
693,大関 友久,ソ,左投,ストレート,281,37,-2.9,-1.0,42,143,2.5,5.8,19.4,.328,.349,32,58,10
694,大関 友久,ソ,左投,スライダー,150,20,-1.0,-0.7,50,125,8.0,20.3,19.1,.344,.344,43,52,5
695,大関 友久,ソ,左投,カーブ,88,11,0.6,-,-,115,9.1,40.0,23.9,.000,.216,50,25,25
696,大関 友久,ソ,左投,フォーク,214,28,1.8,0.9,64,132,16.8,31.0,46.3,.162,.311,54,41,4
697,大関 友久,ソ,左投,チェンジアップ,10,1,-0.4,-,-,126,20.0,40.0,42.9,.870,.468,0,100,0
698,大関 友久,ソ,左投,ツーシーム,24,3,0.0,-,-,138,4.2,8.3,37.5,.544,.265,57,29,14
699,西野 勇士,ロ,右投,ストレート,259,28,-0.9,-0.4,49,145,3.1,7.1,15.8,.381,.363,37,58,5
700,西野 勇士,ロ,右投,スライダー,237,26,2.2,0.9,66,128,11.8,24.1,37.3,.396,.299,52,39,9
701,西野 勇士,ロ,右投,カーブ,33,4,0.2,-,-,112,3.0,9.1,15.4,.218,.332,50,50,0
702,西野 勇士,ロ,右投,スローカーブ,5,1,0.0,-,-,114,0.0,0.0,0.0,-,-,-,-,-
703,西野 勇士,ロ,右投,フォーク,209,23,-0.1,-0.1,55,137,17.2,33.3,39.6,.364,.306,56,40,5
704,西野 勇士,ロ,右投,ツーシーム,169,19,-2.2,-1.3,40,144,3.6,7.8,17.8,.468,.336,53,45,3
705,大野 雄大,中,左投,ストレート,67,61,0.7,-,-,143,7.5,20.0,17.9,.237,.247,45,27,27
706,大野 雄大,中,左投,スライダー,5,5,-0.1,-,-,122,0.0,-,0.0,-,-,-,-,-
707,大野 雄大,中,左投,カットボール,18,16,-0.1,-,-,130,0.0,0.0,0.0,.435,.347,50,50,0
708,大野 雄大,中,左投,フォーク,2,2,-0.2,-,-,133,0.0,0.0,0.0,.870,.480,0,100,0
709,大野 雄大,中,左投,ツーシーム,18,16,-0.2,-,-,132,11.1,18.2,30.0,.174,.328,60,40,0
710,メンデス,巨,左投,ストレート,35,53,-0.3,-,-,143,2.9,7.1,17.6,.387,.342,33,56,11
711,メンデス,巨,左投,スライダー,12,18,0.4,-,-,130,0.0,0.0,20.0,.000,.110,50,0,50
712,メンデス,巨,左投,カーブ,1,2,-0.1,-,-,119,0.0,0.0,-,.000,.466,0,100,0
713,メンデス,巨,左投,チェンジアップ,17,26,-0.3,-,-,133,23.5,100.0,9.1,-,-,-,-,-
714,メンデス,巨,左投,ツーシーム,1,2,-0.1,-,-,138,0.0,-,0.0,-,-,-,-,-
715,赤星 優志,巨,右投,ストレート,216,41,-0.1,-0.1,47,148,6.0,14.0,18.2,.475,.348,52,45,2
716,赤星 優志,巨,右投,スライダー,25,5,-0.7,-,-,128,4.0,12.5,7.7,.580,.478,0,100,0
717,赤星 優志,巨,右投,カットボール,63,12,0.0,-,-,138,15.9,34.5,21.2,.174,.325,60,40,0
718,赤星 優志,巨,右投,カーブ,95,18,0.9,-,-,118,6.3,15.4,25.0,.168,.251,65,26,9
719,赤星 優志,巨,右投,フォーク,79,15,1.0,-,-,134,16.5,25.5,40.5,.237,.288,71,29,0
720,赤星 優志,巨,右投,チェンジアップ,5,1,0.1,-,-,127,20.0,25.0,100.0,.435,.223,100,0,0
721,赤星 優志,巨,右投,シュート,48,9,0.0,-,-,147,0.0,0.0,5.0,.462,.309,67,33,0
722,伊藤 将司,神,左投,ストレート,258,39,-2.5,-1.0,43,139,2.7,6.3,20.6,.329,.353,51,47,2
723,伊藤 将司,神,左投,カットボール,177,27,-0.4,-0.2,58,131,6.2,13.7,24.4,.331,.319,44,47,9
724,伊藤 将司,神,左投,カーブ,42,6,-0.2,-,-,113,2.4,7.7,14.8,.218,.216,50,25,25
725,伊藤 将司,神,左投,チェンジアップ,53,8,-1.1,-,-,123,7.5,17.4,40.0,.201,.355,46,54,0
726,伊藤 将司,神,左投,ツーシーム,124,19,0.0,0.0,53,133,5.6,10.0,29.4,.337,.279,73,25,3
727,濵口 遥大,デ,左投,ストレート,164,46,-1.8,-1.1,42,140,2.4,8.0,14.5,.359,.346,36,55,9
728,濵口 遥大,デ,左投,スライダー,85,24,-0.6,-,-,132,10.6,22.5,31.8,.290,.363,44,56,0
729,濵口 遥大,デ,左投,カーブ,10,3,0.0,-,-,117,0.0,0.0,0.0,-,-,-,-,-
730,濵口 遥大,デ,左投,フォーク,8,2,0.3,-,-,131,25.0,40.0,57.1,.435,.104,50,0,50
731,濵口 遥大,デ,左投,チェンジアップ,90,25,0.3,-,-,124,15.6,32.6,34.0,.329,.282,65,29,6
732,松本 凌人,デ,右投,ストレート,96,64,-2.2,-,-,146,3.1,6.4,20.0,.134,.355,43,52,4
733,松本 凌人,デ,右投,スライダー,23,15,0.1,-,-,128,17.4,36.4,40.0,.553,.294,25,50,25
734,松本 凌人,デ,右投,カットボール,10,7,-0.1,-,-,140,20.0,100.0,12.5,-,-,-,-,-
735,松本 凌人,デ,右投,ツーシーム,21,14,-0.1,-,-,138,19.0,44.4,37.5,.290,.309,67,33,0
736,北山 亘基,日,右投,ストレート,390,58,0.4,0.1,55,148,11.3,22.7,26.9,.274,.341,28,59,14
737,北山 亘基,日,右投,カットボール,59,9,0.2,-,-,135,13.6,32.0,35.0,.158,.297,73,27,0
738,北山 亘基,日,右投,ナックルカーブ,95,14,1.0,-,-,121,9.5,33.3,18.9,.385,.265,75,25,0
739,北山 亘基,日,右投,フォーク,96,14,0.0,-,-,137,20.8,39.2,37.5,.304,.361,44,56,0
740,北山 亘基,日,右投,チェンジアップ,30,4,-0.2,-,-,125,3.3,20.0,10.0,.290,.304,67,33,0
741,岸 孝之,楽,右投,ストレート,551,56,-5.0,-0.9,41,141,5.3,10.7,21.8,.336,.363,27,64,9
742,岸 孝之,楽,右投,スライダー,134,14,-0.6,-0.4,53,128,6.0,16.0,13.8,.558,.358,29,62,10
743,岸 孝之,楽,右投,カーブ,143,14,-1.2,-0.8,40,111,9.1,22.0,25.6,.399,.326,47,50,3
744,岸 孝之,楽,右投,チェンジアップ,161,16,-2.5,-1.6,37,126,10.6,20.0,33.7,.425,.350,28,62,11
745,武内 夏暉,西,左投,ストレート,319,49,0.7,0.2,56,147,7.5,14.0,35.5,.246,.334,39,50,11
746,武内 夏暉,西,左投,スライダー,53,8,0.7,-,-,129,7.5,25.0,14.8,.000,.165,75,0,25
747,武内 夏暉,西,左投,カットボール,1,0,-0.2,-,-,140,0.0,0.0,-,1.340,.458,0,100,0
748,武内 夏暉,西,左投,カーブ,85,13,-0.5,-,-,117,15.3,32.5,28.6,.304,.404,23,77,0
749,武内 夏暉,西,左投,チェンジアップ,92,14,1.4,-,-,130,17.4,40.0,34.4,.282,.313,36,50,14
750,武内 夏暉,西,左投,ツーシーム,103,16,-0.6,-0.6,47,139,12.6,25.0,27.3,.219,.304,68,32,0
751,山下 舜平大,オ,右投,ストレート,228,60,-0.1,-0.1,53,156,7.5,16.2,29.9,.485,.316,35,48,16
752,山下 舜平大,オ,右投,カーブ,110,29,-0.1,-0.1,47,125,5.5,16.2,15.8,.237,.281,69,31,0
753,山下 舜平大,オ,右投,フォーク,42,11,-0.1,-,-,138,21.4,56.3,33.3,.000,.209,100,0,0
754,井口 和朋,オ,右投,ストレート,139,39,-1.4,-1.0,28,147,6.5,14.1,18.3,.440,.377,21,71,8
755,井口 和朋,オ,右投,スライダー,69,20,-0.4,-,-,127,4.3,8.1,31.3,.276,.305,44,44,13
756,井口 和朋,オ,右投,カットボール,70,20,0.0,-,-,136,12.9,28.1,17.6,.316,.397,27,73,0
757,井口 和朋,オ,右投,カーブ,9,3,-0.3,-,-,117,0.0,0.0,0.0,.000,.466,0,100,0
758,井口 和朋,オ,右投,フォーク,41,12,-0.3,-,-,136,4.9,11.1,20.8,.109,.250,63,25,13
759,井口 和朋,オ,右投,シュート,24,7,0.2,-,-,146,12.5,20.0,61.5,.335,.357,50,50,0
760,東浜 巨,ソ,右投,ストレート,247,36,0.4,0.2,55,146,6.5,16.5,18.1,.340,.337,29,57,14
761,東浜 巨,ソ,右投,スライダー,148,22,2.1,1.4,71,135,16.2,31.2,38.7,.364,.285,62,31,7
762,東浜 巨,ソ,右投,カットボール,57,8,0.6,-,-,140,8.8,11.9,50.0,.205,.301,59,35,6
763,東浜 巨,ソ,右投,カーブ,58,8,0.0,-,-,120,0.0,0.0,10.7,.735,.274,50,38,13
764,東浜 巨,ソ,右投,チェンジアップ,11,2,-0.1,-,-,137,9.1,33.3,12.5,-,-,-,-,-
765,東浜 巨,ソ,右投,シンカー,165,24,2.1,1.3,60,142,12.1,24.7,32.1,.210,.245,68,27,5
766,メルセデス,ロ,左投,ストレート,651,62,3.5,0.5,62,143,5.7,13.0,22.2,.235,.330,55,40,5
767,メルセデス,ロ,左投,スライダー,221,21,0.7,0.3,60,129,13.6,27.0,39.8,.354,.320,53,43,4
768,メルセデス,ロ,左投,カーブ,110,10,0.9,0.9,56,119,11.8,27.1,39.3,.201,.291,38,46,15
769,メルセデス,ロ,左投,チェンジアップ,65,6,-0.6,-,-,134,12.3,40.0,20.4,.368,.317,38,50,13
770,メルセデス,ロ,左投,ツーシーム,7,1,0.0,-,-,140,0.0,0.0,20.0,-,-,-,-,-
771,又吉 克樹,ソ,右投,ストレート,92,29,-0.8,-,-,144,5.4,12.2,17.1,.439,.346,44,50,6
772,又吉 克樹,ソ,右投,スライダー,68,22,0.2,-,-,134,19.1,34.2,43.2,.221,.305,30,50,20
773,又吉 克樹,ソ,右投,カットボール,110,35,0.6,0.6,51,143,10.9,19.0,35.2,.147,.318,24,57,19
774,又吉 克樹,ソ,右投,チェンジアップ,19,6,-0.2,-,-,140,5.3,11.1,18.2,.000,.272,80,20,0
775,又吉 克樹,ソ,右投,シュート,25,8,-0.1,-,-,144,8.0,16.7,18.2,.440,.347,29,57,14
776,梅津 晃大,中,右投,ストレート,321,55,-0.9,-0.3,50,151,4.0,10.2,17.5,.313,.329,45,45,9
777,梅津 晃大,中,右投,スライダー,133,23,0.2,0.2,58,129,10.5,34.1,25.4,.499,.325,47,47,7
778,梅津 晃大,中,右投,カーブ,19,3,0.1,-,-,122,0.0,0.0,0.0,.000,.199,100,0,0
779,梅津 晃大,中,右投,フォーク,108,19,1.0,0.9,64,141,17.6,38.8,32.9,.373,.305,64,36,0
780,菅野 智之,巨,右投,ストレート,259,27,-1.2,-0.5,48,148,5.8,12.2,18.0,.355,.333,35,53,13
781,菅野 智之,巨,右投,スライダー,194,20,2.8,1.5,72,133,16.0,30.1,42.5,.196,.325,45,47,8
782,菅野 智之,巨,右投,カットボール,213,22,-0.2,-0.1,59,140,7.0,17.6,21.1,.296,.324,43,49,9
783,菅野 智之,巨,右投,カーブ,88,9,0.7,-,-,124,6.8,17.6,25.5,.177,.265,75,25,0
784,菅野 智之,巨,右投,フォーク,109,11,-0.2,-0.2,54,140,11.9,27.7,30.6,.379,.335,53,47,0
785,菅野 智之,巨,右投,ツーシーム,86,9,-0.3,-,-,147,4.7,12.5,8.3,.378,.321,50,43,7
786,西 勇輝,神,右投,ストレート,125,15,-2.0,-1.6,38,142,3.2,10.8,14.1,.254,.400,16,79,5
787,西 勇輝,神,右投,スライダー,269,33,1.0,0.4,61,133,5.6,13.8,21.9,.309,.322,47,46,7
788,西 勇輝,神,右投,カーブ,31,4,-0.8,-,-,117,0.0,0.0,20.0,.316,.390,29,71,0
789,西 勇輝,神,右投,チェンジアップ,190,23,1.5,0.8,61,132,15.3,27.1,44.2,.248,.314,54,41,4
790,西 勇輝,神,右投,シュート,198,24,-1.3,-0.6,47,141,7.6,13.8,38.3,.240,.337,43,49,8
791,中川 颯,デ,右投,ストレート,146,26,-2.9,-2.0,29,130,1.4,3.2,13.1,.517,.351,57,43,0
792,中川 颯,デ,右投,スライダー,162,29,-1.1,-0.7,46,120,12.3,23.8,33.3,.314,.381,22,69,8
793,中川 颯,デ,右投,カーブ,20,4,-0.1,-,-,103,10.0,33.3,15.4,.447,.311,0,67,33
794,中川 颯,デ,右投,チェンジアップ,1,0,0.0,-,-,120,0.0,0.0,-,-,-,-,-,-
795,中川 颯,デ,右投,ツーシーム,233,41,0.3,0.1,50,130,6.0,12.8,25.8,.349,.300,70,30,0
796,岡留 英貴,神,右投,ストレート,90,38,0.0,-,-,145,3.3,7.3,22.0,.211,.334,53,42,5
797,岡留 英貴,神,右投,スライダー,66,28,1.3,-,-,130,15.2,29.4,19.0,.394,.277,27,45,27
798,岡留 英貴,神,右投,カットボール,22,9,-0.7,-,-,140,4.5,11.1,23.1,.335,.458,0,100,0
799,岡留 英貴,神,右投,シンカー,1,0,0.0,-,-,143,0.0,-,0.0,-,-,-,-,-
800,岡留 英貴,神,右投,ツーシーム,55,24,-1.1,-,-,139,3.6,7.7,32.3,.558,.347,53,47,0
801,大瀬良 大地,広,右投,ストレート,272,28,-2.7,-1.0,42,145,2.6,6.7,18.0,.225,.338,39,51,10
802,大瀬良 大地,広,右投,スライダー,107,11,-1.0,-0.9,48,127,14.0,36.6,27.8,.209,.330,35,53,12
803,大瀬良 大地,広,右投,カットボール,328,34,3.6,1.1,73,138,11.9,22.9,34.2,.265,.307,49,42,9
804,大瀬良 大地,広,右投,カーブ,63,6,-0.3,-,-,117,3.2,9.5,24.4,.205,.257,67,27,7
805,大瀬良 大地,広,右投,フォーク,119,12,-1.1,-0.9,47,135,6.7,13.8,33.3,.338,.335,45,50,5
806,大瀬良 大地,広,右投,チェンジアップ,1,0,0.0,-,-,132,0.0,-,0.0,-,-,-,-,-
807,大瀬良 大地,広,右投,シュート,83,9,0.4,-,-,140,3.6,8.8,19.0,.172,.269,65,26,9
808,高橋 奎二,ヤ,左投,ストレート,364,50,1.3,0.4,58,147,9.9,19.4,22.7,.401,.306,41,43,16
809,高橋 奎二,ヤ,左投,スライダー,112,15,-0.5,-0.4,53,130,8.9,21.7,24.0,.456,.328,47,47,6
810,高橋 奎二,ヤ,左投,カットボール,61,8,-0.1,-,-,138,11.5,28.0,16.1,.261,.232,40,30,30
811,高橋 奎二,ヤ,左投,カーブ,47,6,0.4,-,-,115,12.8,37.5,28.0,.184,.305,60,40,0
812,高橋 奎二,ヤ,左投,チェンジアップ,141,19,-1.5,-1.1,42,129,11.3,25.4,26.7,.318,.282,57,33,10
813,高橋 奎二,ヤ,左投,シンカー,4,1,0.0,-,-,140,0.0,0.0,0.0,.000,.188,100,0,0
814,コルニエル,広,右投,ストレート,45,66,-0.8,-,-,153,4.4,15.4,3.8,.435,.303,83,17,0
815,コルニエル,広,右投,スライダー,17,25,0.0,-,-,134,11.8,50.0,18.2,-,-,-,-,-
816,コルニエル,広,右投,スプリット,6,9,0.0,-,-,142,0.0,0.0,0.0,.000,.209,100,0,0
817,ボー・タカハシ,西,右投,ストレート,291,46,-3.0,-1.0,42,147,3.4,8.4,18.6,.346,.318,32,51,17
818,ボー・タカハシ,西,右投,スライダー,120,19,0.6,0.5,62,134,13.3,27.1,31.0,.365,.340,46,50,4
819,ボー・タカハシ,西,右投,カーブ,96,15,1.0,-,-,121,9.4,23.7,18.8,.237,.284,36,45,18
820,ボー・タカハシ,西,右投,チェンジアップ,66,10,0.7,-,-,133,15.2,22.7,52.2,.391,.354,26,63,11
821,ボー・タカハシ,西,右投,スプリット,63,10,-0.2,-,-,137,6.3,14.8,30.8,.395,.313,45,45,9
822,東 晃平,オ,右投,ストレート,391,46,-3.3,-0.8,43,150,4.9,10.8,22.0,.275,.339,44,49,8
823,東 晃平,オ,右投,スライダー,47,6,-1.2,-,-,127,8.5,28.6,8.3,.191,.441,14,86,0
824,東 晃平,オ,右投,カットボール,144,17,1.5,1.1,71,139,9.7,20.3,30.3,.113,.283,52,35,13
825,東 晃平,オ,右投,カーブ,64,7,-0.1,-,-,108,4.7,27.3,0.0,.713,.299,33,50,17
826,東 晃平,オ,右投,チェンジアップ,31,4,-0.3,-,-,125,16.1,38.5,22.7,.000,.290,25,50,25
827,東 晃平,オ,右投,シンカー,61,7,0.9,-,-,135,23.0,37.8,48.6,.276,.297,56,44,0
828,東 晃平,オ,右投,ツーシーム,116,14,1.4,1.2,64,141,13.8,27.1,45.3,.390,.292,55,35,10
829,大津 亮介,ソ,右投,ストレート,218,28,-1.0,-0.4,48,147,7.8,16.2,18.7,.351,.368,47,53,0
830,大津 亮介,ソ,右投,スライダー,94,12,1.6,-,-,130,14.9,29.8,39.3,.521,.278,64,29,7
831,大津 亮介,ソ,右投,カットボール,114,15,1.2,1.1,71,141,8.8,13.7,40.5,.396,.311,42,46,12
832,大津 亮介,ソ,右投,カーブ,38,5,0.4,-,-,110,5.3,11.1,25.0,.346,.229,73,18,9
833,大津 亮介,ソ,右投,フォーク,10,1,-0.1,-,-,136,20.0,25.0,66.7,.348,.330,20,60,20
834,大津 亮介,ソ,右投,チェンジアップ,186,24,1.2,0.6,59,124,21.0,41.5,36.6,.152,.293,52,38,10
835,大津 亮介,ソ,右投,ワンシーム,126,16,0.7,0.5,57,140,8.7,20.4,16.7,.219,.344,55,45,0
836,美馬 学,ロ,右投,ストレート,67,28,-1.2,-,-,143,1.5,3.1,26.9,.564,.408,25,75,0
837,美馬 学,ロ,右投,スライダー,45,19,-0.2,-,-,131,4.4,12.5,25.0,.373,.188,86,0,14
838,美馬 学,ロ,右投,カットボール,42,18,0.7,-,-,139,4.8,8.7,38.1,.610,.256,73,18,9
839,美馬 学,ロ,右投,カーブ,16,7,0.1,-,-,123,6.3,50.0,12.5,.870,.199,100,0,0
840,美馬 学,ロ,右投,フォーク,38,16,-1.0,-,-,133,10.5,18.2,25.0,.359,.332,55,45,0
841,美馬 学,ロ,右投,チェンジアップ,8,3,0.1,-,-,132,37.5,75.0,42.9,.000,.223,100,0,0
842,美馬 学,ロ,右投,シュート,21,9,-0.2,-,-,141,0.0,0.0,0.0,.230,.285,75,25,0
843,ダイクストラ,ロ,右投,ストレート,123,57,0.0,0.0,50,148,4.9,10.9,25.4,.313,.281,73,18,9
844,ダイクストラ,ロ,右投,スライダー,52,24,0.5,-,-,133,23.1,48.0,40.0,.735,.413,25,75,0
845,ダイクストラ,ロ,右投,ナックルカーブ,19,9,-0.1,-,-,124,10.5,40.0,23.1,.870,.466,0,100,0
846,ダイクストラ,ロ,右投,スプリット,21,10,-0.5,-,-,135,9.5,28.6,17.6,.435,.240,0,50,50
847,澤柳 亮太郎,ソ,右投,ストレート,18,44,-0.2,-,-,151,11.1,28.6,11.1,.000,.273,100,0,0
848,澤柳 亮太郎,ソ,右投,カットボール,13,32,-0.1,-,-,136,15.4,50.0,16.7,.000,.237,100,0,0
849,澤柳 亮太郎,ソ,右投,カーブ,1,2,0.0,-,-,125,0.0,-,0.0,-,-,-,-,-
850,澤柳 亮太郎,ソ,右投,フォーク,9,22,-0.5,-,-,138,0.0,0.0,20.0,.670,.480,0,100,0
851,高野 脩汰,ロ,左投,ストレート,83,41,-0.6,-,-,142,4.8,10.8,11.8,.638,.342,62,38,0
852,高野 脩汰,ロ,左投,スライダー,19,9,0.0,-,-,128,10.5,40.0,27.3,.290,.306,67,33,0
853,高野 脩汰,ロ,左投,フォーク,98,48,2.6,-,-,128,26.5,50.0,37.3,.316,.325,57,43,0
854,高野 脩汰,ロ,左投,チェンジアップ,4,2,-0.5,-,-,124,0.0,0.0,25.0,.000,.468,0,100,0
855,杉山 一樹,ソ,右投,ストレート,170,52,-0.9,-0.5,33,153,13.5,26.1,27.4,.245,.357,37,57,7
856,杉山 一樹,ソ,右投,カーブ,29,9,0.0,-,-,125,10.3,60.0,15.0,.000,.199,100,0,0
857,杉山 一樹,ソ,右投,フォーク,129,39,0.8,0.6,62,142,24.8,50.0,43.4,.431,.344,50,50,0
858,岩井 俊介,ソ,右投,ストレート,16,50,0.0,-,-,151,6.3,10.0,40.0,.000,.393,33,67,0
859,岩井 俊介,ソ,右投,スライダー,8,25,0.8,-,-,136,75.0,100.0,83.3,-,-,-,-,-
860,岩井 俊介,ソ,右投,スラーブ,4,13,0.0,-,-,128,0.0,-,0.0,-,-,-,-,-
861,岩井 俊介,ソ,右投,フォーク,4,13,-0.3,-,-,139,0.0,0.0,-,.000,.480,0,100,0
862,浜地 真澄,神,右投,ストレート,129,56,0.7,0.5,43,147,7.0,10.6,38.0,.209,.313,45,42,13
863,浜地 真澄,神,右投,スライダー,5,2,0.0,-,-,130,0.0,0.0,0.0,-,-,-,-,-
864,浜地 真澄,神,右投,カットボール,61,26,1.4,-,-,130,6.6,12.5,34.6,.364,.191,45,18,36
865,浜地 真澄,神,右投,カーブ,29,13,-0.2,-,-,119,3.4,10.0,7.7,.000,.283,25,50,25
866,浜地 真澄,神,右投,チェンジアップ,1,0,0.0,-,-,-,0.0,0.0,-,.870,.223,100,0,0
867,浜地 真澄,神,右投,パーム,6,3,0.0,-,-,119,16.7,100.0,20.0,-,-,-,-,-
868,石川 柊太,ソ,右投,ストレート,268,58,2.7,1.0,59,146,9.7,18.7,40.0,.311,.315,23,56,21
869,石川 柊太,ソ,右投,スライダー,2,0,0.0,-,-,131,0.0,-,0.0,-,-,-,-,-
870,石川 柊太,ソ,右投,カットボール,45,10,-0.3,-,-,135,11.1,26.3,28.6,.000,.237,100,0,0
871,石川 柊太,ソ,右投,パワーカーブ,90,19,0.4,-,-,125,11.1,32.3,20.0,.276,.241,63,25,13
872,石川 柊太,ソ,右投,フォーク,58,13,-0.6,-,-,136,6.9,18.2,25.7,.438,.356,45,55,0
873,ケイ,デ,左投,ストレート,386,44,-0.7,-0.2,51,151,4.9,10.1,29.7,.351,.321,54,38,8
874,ケイ,デ,左投,スライダー,103,12,0.7,0.7,63,130,18.4,33.3,38.2,.170,.262,57,29,14
875,ケイ,デ,左投,カットボール,257,29,2.5,1.0,71,141,12.1,26.5,29.1,.377,.321,57,40,2
876,ケイ,デ,左投,チェンジアップ,126,14,-0.4,-0.3,50,135,16.7,39.6,32.3,.217,.272,80,20,0
877,ケイ,デ,左投,ツーシーム,13,1,-0.3,-,-,149,7.7,25.0,20.0,.000,.213,100,0,0
878,井上 温大,巨,左投,ストレート,240,46,1.4,0.6,51,147,6.3,12.4,34.7,.343,.324,47,43,10
879,井上 温大,巨,左投,スライダー,151,29,0.3,0.2,51,127,10.6,26.7,28.7,.183,.286,67,29,4
880,井上 温大,巨,左投,カットボール,40,8,-0.4,-,-,135,12.5,31.3,15.0,.348,.322,20,60,20
881,井上 温大,巨,左投,カーブ,16,3,0.3,-,-,110,0.0,0.0,33.3,.348,.199,100,0,0
882,井上 温大,巨,左投,フォーク,57,11,0.3,-,-,133,19.3,32.4,51.4,.478,.322,58,42,0
883,井上 温大,巨,左投,ツーシーム,14,3,0.0,-,-,145,7.1,25.0,25.0,.670,.357,50,50,0
884,宮川 哲,ヤ,右投,ストレート,40,47,-0.3,-,-,148,2.5,4.5,20.0,.773,.342,33,56,11
885,宮川 哲,ヤ,右投,スライダー,1,1,0.2,-,-,-,100.0,100.0,100.0,-,-,-,-,-
886,宮川 哲,ヤ,右投,カットボール,11,13,-0.1,-,-,143,0.0,0.0,0.0,.435,.347,50,50,0
887,宮川 哲,ヤ,右投,パワーカーブ,21,24,0.5,-,-,129,9.5,33.3,36.4,.290,.199,100,0,0
888,宮川 哲,ヤ,右投,フォーク,13,15,0.2,-,-,135,23.1,60.0,36.4,.000,.209,100,0,0
889,ハッチ,広,右投,ストレート,107,34,-0.3,-0.3,50,150,6.5,17.1,17.5,.201,.305,36,45,18
890,ハッチ,広,右投,スライダー,89,29,0.5,-,-,135,19.1,33.3,37.5,.357,.341,22,61,17
891,ハッチ,広,右投,カットボール,30,10,-0.1,-,-,139,3.3,9.1,21.4,.635,.347,50,50,0
892,ハッチ,広,右投,カーブ,8,3,0.4,-,-,132,37.5,50.0,100.0,.000,.000,0,0,100
893,ハッチ,広,右投,チェンジアップ,47,15,-0.1,-,-,136,10.6,23.8,25.9,.494,.253,88,13,0
894,ハッチ,広,右投,ツーシーム,31,10,-0.8,-,-,149,6.5,9.5,46.2,.669,.373,44,56,0
895,森浦 大輔,広,左投,ストレート,171,56,1.0,0.6,44,146,5.8,14.9,12.2,.344,.285,57,29,14
896,森浦 大輔,広,左投,スライダー,3,1,-0.1,-,-,128,0.0,-,0.0,-,-,-,-,-
897,森浦 大輔,広,左投,カーブ,31,10,-0.2,-,-,119,3.2,20.0,21.1,.580,.377,33,67,0
898,森浦 大輔,広,左投,チェンジアップ,101,33,1.6,1.6,67,127,30.7,51.7,50.0,.338,.224,85,8,8
899,鈴木 健矢,日,右投,ストレート,85,26,-2.0,-,-,127,3.5,6.5,28.1,.463,.348,48,48,4
900,鈴木 健矢,日,右投,スライダー,159,48,0.4,0.3,54,112,6.3,14.3,21.9,.223,.303,45,42,12
901,鈴木 健矢,日,右投,カーブ,28,8,0.7,-,-,90,3.6,20.0,5.9,.000,.000,0,0,100
902,鈴木 健矢,日,右投,チェンジアップ,14,4,-0.3,-,-,110,0.0,0.0,25.0,.000,.386,33,67,0
903,鈴木 健矢,日,右投,シンカー,44,13,-0.6,-,-,126,4.5,10.5,14.3,.087,.244,60,30,10
904,中村 稔弥,ロ,左投,ストレート,176,53,0.0,0.0,38,143,6.8,14.8,20.3,.243,.357,38,56,6
905,中村 稔弥,ロ,左投,スライダー,2,1,0.0,-,-,132,0.0,-,0.0,-,-,-,-,-
906,中村 稔弥,ロ,左投,カーブ,7,2,-0.1,-,-,109,0.0,-,0.0,-,-,-,-,-
907,中村 稔弥,ロ,左投,パワーカーブ,29,9,-0.7,-,-,121,0.0,0.0,5.6,.218,.399,25,75,0
908,中村 稔弥,ロ,左投,ツーシーム,121,36,-1.6,-1.3,25,133,13.2,29.1,29.4,.385,.345,54,46,0
909,古田島 成龍,オ,右投,ストレート,193,58,0.0,0.0,38,147,9.8,18.8,24.7,.141,.340,22,62,16
910,古田島 成龍,オ,右投,スライダー,2,1,-0.1,-,-,125,0.0,-,0.0,-,-,-,-,-
911,古田島 成龍,オ,右投,カットボール,52,16,-0.2,-,-,137,13.5,33.3,25.8,.326,.290,50,38,13
912,古田島 成龍,オ,右投,カーブ,16,5,-0.1,-,-,114,0.0,0.0,0.0,-,-,-,-,-
913,古田島 成龍,オ,右投,チェンジアップ,2,1,0.0,-,-,120,0.0,0.0,0.0,-,-,-,-,-
914,古田島 成龍,オ,右投,シンカー,67,20,-0.9,-,-,130,10.4,31.8,14.6,.348,.250,40,40,20
915,中村 祐太,西,右投,ストレート,127,58,-1.7,-1.4,25,145,4.7,9.1,27.6,.364,.377,32,64,4
916,中村 祐太,西,右投,スライダー,49,22,0.3,-,-,128,12.2,28.6,14.8,.290,.286,33,44,22
917,中村 祐太,西,右投,カットボール,31,14,-0.8,-,-,138,6.5,15.4,15.8,.000,.329,29,57,14
918,中村 祐太,西,右投,カーブ,4,2,-0.2,-,-,116,0.0,0.0,-,.435,.466,0,100,0
919,中村 祐太,西,右投,チェンジアップ,9,4,-0.4,-,-,133,0.0,0.0,50.0,.553,.351,0,75,25
920,藤井 聖,楽,左投,ストレート,287,44,0.6,0.2,56,141,4.9,11.5,6.8,.330,.335,45,47,8
921,藤井 聖,楽,左投,スライダー,182,28,0.7,0.4,61,129,14.8,28.4,34.8,.516,.328,44,48,7
922,藤井 聖,楽,左投,カーブ,29,4,-0.9,-,-,115,3.4,11.1,21.1,.513,.332,50,50,0
923,藤井 聖,楽,左投,チェンジアップ,58,9,-0.2,-,-,125,13.8,30.8,30.3,.308,.298,50,40,10
924,藤井 聖,楽,左投,シュート,26,4,0.2,-,-,138,11.5,23.1,8.3,.000,.285,75,25,0
